index,category,filename,path,source_url,normalized_url,original_name,alt_text,width,height,content_type,bytes,sha256,status,note
423,uncategorized,423-uncategorized-img-2458.jpg,uncategorized/423-uncategorized-img-2458.jpg,https://images.squarespace-cdn.com/content/v1/69c5a11e96202f6b36529e03/7e3da62b-94aa-4c61-8236-2844093693a7/IMG_2458.jpeg?format=2500w,https://images.squarespace-cdn.com/content/v1/69c5a11e96202f6b36529e03/7e3da62b-94aa-4c61-8236-2844093693a7/IMG_2458.jpeg?format=2500w,IMG_2458.jpeg,,640,480,image/jpeg,47338,b35a92c582d1f1de8ff1d525280a06f2477874cdc2947ce93cd6cac84bd97365,downloaded,
424,uncategorized,424-uncategorized-img-2459.jpg,uncategorized/424-uncategorized-img-2459.jpg,https://images.squarespace-cdn.com/content/v1/69c5a11e96202f6b36529e03/8f2b08db-7a07-42ea-8316-5dd1248fa72b/IMG_2459.jpeg?format=2500w,https://images.squarespace-cdn.com/content/v1/69c5a11e96202f6b36529e03/8f2b08db-7a07-42ea-8316-5dd1248fa72b/IMG_2459.jpeg?format=2500w,IMG_2459.jpeg,,640,480,image/jpeg,99124,26648519db9bdea44239b9c6cbebe9635089cc0fa1f74d64d431f94d43cbf968,downloaded,
425,uncategorized,425-uncategorized-img-2460.jpg,uncategorized/425-uncategorized-img-2460.jpg,https://images.squarespace-cdn.com/content/v1/69c5a11e96202f6b36529e03/a4570000-e8ab-44b2-ab68-c463302e959e/IMG_2460.jpeg?format=2500w,https://images.squarespace-cdn.com/content/v1/69c5a11e96202f6b36529e03/a4570000-e8ab-44b2-ab68-c463302e959e/IMG_2460.jpeg?format=2500w,IMG_2460.jpeg,,640,480,image/jpeg,98114,4c562cd765a47cb3b6b59a5c1a079cb91cec2443f98b697ce2ae4d759f6c24b5,downloaded,
426,uncategorized,426-uncategorized-img-2461.jpg,uncategorized/426-uncategorized-img-2461.jpg,https://images.squarespace-cdn.com/content/v1/69c5a11e96202f6b36529e03/d854361a-350b-4b61-966c-5286d82596e8/IMG_2461.jpeg?format=2500w,https://images.squarespace-cdn.com/content/v1/69c5a11e96202f6b36529e03/d854361a-350b-4b61-966c-5286d82596e8/IMG_2461.jpeg?format=2500w,IMG_2461.jpeg,,480,640,image/jpeg,119990,1551b003be4192598eb26e44bfa1e347a4f3717d51d6e588ff1a9c2d2c202d15,downloaded,
427,uncategorized,427-uncategorized-img-2462.jpg,uncategorized/427-uncategorized-img-2462.jpg,https://images.squarespace-cdn.com/content/v1/69c5a11e96202f6b36529e03/440d22cb-6758-48a0-8206-7b25c99cf98e/IMG_2462.jpeg?format=2500w,https://images.squarespace-cdn.com/content/v1/69c5a11e96202f6b36529e03/440d22cb-6758-48a0-8206-7b25c99cf98e/IMG_2462.jpeg?format=2500w,IMG_2462.jpeg,,640,480,image/jpeg,47306,b50a25f6dd15e7dea8379be827c3cca7a6d9f21adf210161c5db888414ed3dd3,downloaded,
428,uncategorized,428-uncategorized-img-2463.jpg,uncategorized/428-uncategorized-img-2463.jpg,https://images.squarespace-cdn.com/content/v1/69c5a11e96202f6b36529e03/2dde1520-2ba1-4d43-8b05-e601d759a655/IMG_2463.jpeg?format=2500w,https://images.squarespace-cdn.com/content/v1/69c5a11e96202f6b36529e03/2dde1520-2ba1-4d43-8b05-e601d759a655/IMG_2463.jpeg?format=2500w,IMG_2463.jpeg,,640,480,image/jpeg,50287,2b168cf7dd4bb2e44cdbe99c8f1f7d03d5be6fcf027cc3153dbfca9e823bb7a4,downloaded,
429,uncategorized,429-uncategorized-img-2464.jpg,uncategorized/429-uncategorized-img-2464.jpg,https://images.squarespace-cdn.com/content/v1/69c5a11e96202f6b36529e03/ff89de14-756b-40c3-b4bb-3412b0f02946/IMG_2464.jpeg?format=2500w,https://images.squarespace-cdn.com/content/v1/69c5a11e96202f6b36529e03/ff89de14-756b-40c3-b4bb-3412b0f02946/IMG_2464.jpeg?format=2500w,IMG_2464.jpeg,,640,480,image/jpeg,121764,dd74e1cf4c45bde7f7afc9ed22c25c26abd8b60addc6a5b58aca5d122ea73f83,downloaded,
430,uncategorized,430-uncategorized-img-2465.jpg,uncategorized/430-uncategorized-img-2465.jpg,https://images.squarespace-cdn.com/content/v1/69c5a11e96202f6b36529e03/4d402efc-fa1a-4748-8608-3343d4ec5649/IMG_2465.jpeg?format=2500w,https://images.squarespace-cdn.com/content/v1/69c5a11e96202f6b36529e03/4d402efc-fa1a-4748-8608-3343d4ec5649/IMG_2465.jpeg?format=2500w,IMG_2465.jpeg,,480,640,image/jpeg,57518,3b108a3f99d2da795a8462e996474eff6effa12b3905f4b81f21a8d0043f8422,downloaded,
431,design-renders,431-design-renders-arlene-aerial.jpg,design-renders/431-design-renders-arlene-aerial.jpg,https://images.squarespace-cdn.com/content/v1/69c5a11e96202f6b36529e03/7e8a1ea4-534e-45b8-b26d-d8e1d6508ce1/ARLENE+AERIAL.jpg?format=2500w,https://images.squarespace-cdn.com/content/v1/69c5a11e96202f6b36529e03/7e8a1ea4-534e-45b8-b26d-d8e1d6508ce1/ARLENE+AERIAL.jpg?format=2500w,ARLENE+AERIAL.jpg,,1280,720,image/jpeg,205690,da228e767e71efcf29c85c8b2a739ad3d2f912edbb0a37fd19027a75925176a2,downloaded,
432,uncategorized,432-uncategorized-arlene-from-back-left.jpg,uncategorized/432-uncategorized-arlene-from-back-left.jpg,https://images.squarespace-cdn.com/content/v1/69c5a11e96202f6b36529e03/c7a65061-6e13-4b78-bae2-612c8370f219/ARLENE+FROM+BACK+LEFT.jpg?format=2500w,https://images.squarespace-cdn.com/content/v1/69c5a11e96202f6b36529e03/c7a65061-6e13-4b78-bae2-612c8370f219/ARLENE+FROM+BACK+LEFT.jpg?format=2500w,ARLENE+FROM+BACK+LEFT.jpg,,1280,720,image/jpeg,231115,04844efd0f9241e5f7a992a348fe4b02a2c09d56f21bb08921eb268cca21d956,downloaded,
433,uncategorized,433-uncategorized-arlene-right-side-view.jpg,uncategorized/433-uncategorized-arlene-right-side-view.jpg,https://images.squarespace-cdn.com/content/v1/69c5a11e96202f6b36529e03/02f28b42-5c10-437e-a6df-a847f46443b8/ARLENE+RIGHT+SIDE+VIEW.jpg?format=2500w,https://images.squarespace-cdn.com/content/v1/69c5a11e96202f6b36529e03/02f28b42-5c10-437e-a6df-a847f46443b8/ARLENE+RIGHT+SIDE+VIEW.jpg?format=2500w,ARLENE+RIGHT+SIDE+VIEW.jpg,,1280,720,image/jpeg,209804,86dd8ce7e84d56ac0bcf4283ea7fdc097659cacfded8f740e02b2401d5840143,downloaded,
434,uncategorized,434-uncategorized-arlene-rooftop-view.jpg,uncategorized/434-uncategorized-arlene-rooftop-view.jpg,https://images.squarespace-cdn.com/content/v1/69c5a11e96202f6b36529e03/e9bab807-675f-426c-9bdb-f26492812f93/ARLENE+ROOFTOP+VIEW.jpg?format=2500w,https://images.squarespace-cdn.com/content/v1/69c5a11e96202f6b36529e03/e9bab807-675f-426c-9bdb-f26492812f93/ARLENE+ROOFTOP+VIEW.jpg?format=2500w,ARLENE+ROOFTOP+VIEW.jpg,,1280,720,image/jpeg,198368,87d73a0aa327ff62a4cf312a8d94413e1a97c3f909f6d93bea77e6b4d6efb68e,downloaded,
435,uncategorized,435-uncategorized-arlene-side-walkway.jpg,uncategorized/435-uncategorized-arlene-side-walkway.jpg,https://images.squarespace-cdn.com/content/v1/69c5a11e96202f6b36529e03/53638ea1-3420-4d6f-ba4c-339b061830ef/ARLENE+SIDE+WALKWAY.jpg?format=2500w,https://images.squarespace-cdn.com/content/v1/69c5a11e96202f6b36529e03/53638ea1-3420-4d6f-ba4c-339b061830ef/ARLENE+SIDE+WALKWAY.jpg?format=2500w,ARLENE+SIDE+WALKWAY.jpg,,1280,720,image/jpeg,220141,f3d5a943f34e318218ae89a543e26f7668db5aa70b75425467370cf96140e320,downloaded,
436,uncategorized,436-uncategorized-ac-side-of-house.jpg,uncategorized/436-uncategorized-ac-side-of-house.jpg,https://images.squarespace-cdn.com/content/v1/69c5a11e96202f6b36529e03/5850a4a2-8013-4eb7-90fe-0e45a4d8cd07/AC+SIDE+OF+HOUSE.jpg?format=2500w,https://images.squarespace-cdn.com/content/v1/69c5a11e96202f6b36529e03/5850a4a2-8013-4eb7-90fe-0e45a4d8cd07/AC+SIDE+OF+HOUSE.jpg?format=2500w,AC+SIDE+OF+HOUSE.jpg,,1280,720,image/jpeg,200553,b934dc0464b5081dc570180f38a080cd194b6bbb54f3b9c885c53a3d92276125,downloaded,
437,uncategorized,437-uncategorized-img-2586.jpg,uncategorized/437-uncategorized-img-2586.jpg,https://images.squarespace-cdn.com/content/v1/69c5a11e96202f6b36529e03/ba0411ab-18c2-446d-b828-a7fd6b391e86/IMG_2586.jpeg?format=2500w,https://images.squarespace-cdn.com/content/v1/69c5a11e96202f6b36529e03/ba0411ab-18c2-446d-b828-a7fd6b391e86/IMG_2586.jpeg?format=2500w,IMG_2586.jpeg,,480,640,image/jpeg,55527,8fa0bc6c091fdb6780792568156b0e82f222c2f165e336576dc1dae13660fa90,downloaded,
438,uncategorized,438-uncategorized-img-2587.jpg,uncategorized/438-uncategorized-img-2587.jpg,https://images.squarespace-cdn.com/content/v1/69c5a11e96202f6b36529e03/923c7331-4950-4f99-ad1d-bc898c0e8bc2/IMG_2587.jpeg?format=2500w,https://images.squarespace-cdn.com/content/v1/69c5a11e96202f6b36529e03/923c7331-4950-4f99-ad1d-bc898c0e8bc2/IMG_2587.jpeg?format=2500w,IMG_2587.jpeg,,640,480,image/jpeg,56669,0cd433a5aaac4b999e1a9ce54ac6896d97c9eff056b6ed51cc6df682d0af600e,downloaded,
439,uncategorized,439-uncategorized-img-2588.jpg,uncategorized/439-uncategorized-img-2588.jpg,https://images.squarespace-cdn.com/content/v1/69c5a11e96202f6b36529e03/88bff26c-8d47-443f-b031-c5e6389cc445/IMG_2588.jpeg?format=2500w,https://images.squarespace-cdn.com/content/v1/69c5a11e96202f6b36529e03/88bff26c-8d47-443f-b031-c5e6389cc445/IMG_2588.jpeg?format=2500w,IMG_2588.jpeg,,640,480,image/jpeg,61227,4593130886d1b113a7c9dc08d9314e84ba3a59296cee288763cd60800ba13310,downloaded,
440,uncategorized,440-uncategorized-img-2589.jpg,uncategorized/440-uncategorized-img-2589.jpg,https://images.squarespace-cdn.com/content/v1/69c5a11e96202f6b36529e03/1b4c12ce-5e0d-4e96-88e8-9006045f7b93/IMG_2589.jpeg?format=2500w,https://images.squarespace-cdn.com/content/v1/69c5a11e96202f6b36529e03/1b4c12ce-5e0d-4e96-88e8-9006045f7b93/IMG_2589.jpeg?format=2500w,IMG_2589.jpeg,,640,480,image/jpeg,55801,13ccc74c84df0a584c0d1d12d219908945bde78566e8b69778bca5ccb31959f2,downloaded,
441,uncategorized,441-uncategorized-img-2590.jpg,uncategorized/441-uncategorized-img-2590.jpg,https://images.squarespace-cdn.com/content/v1/69c5a11e96202f6b36529e03/8b44a7e1-2875-45c3-910f-a4fd7e0fba03/IMG_2590.jpeg?format=2500w,https://images.squarespace-cdn.com/content/v1/69c5a11e96202f6b36529e03/8b44a7e1-2875-45c3-910f-a4fd7e0fba03/IMG_2590.jpeg?format=2500w,IMG_2590.jpeg,,640,480,image/jpeg,46793,73d43b02bc13976e5ef2bbbee37142bf4afcd643663246fef8673e4a72a43e4a,downloaded,
442,uncategorized,442-uncategorized-img-2591.jpg,uncategorized/442-uncategorized-img-2591.jpg,https://images.squarespace-cdn.com/content/v1/69c5a11e96202f6b36529e03/0fbfafbe-0007-4053-86ab-9ae1903cf9d3/IMG_2591.jpeg?format=2500w,https://images.squarespace-cdn.com/content/v1/69c5a11e96202f6b36529e03/0fbfafbe-0007-4053-86ab-9ae1903cf9d3/IMG_2591.jpeg?format=2500w,IMG_2591.jpeg,,640,480,image/jpeg,56396,4cc9d47abdbda0fd20fadd74d59ad63434cb3d4412a7d8959605d9afb099ac88,downloaded,
443,uncategorized,443-uncategorized-img-2592.jpg,uncategorized/443-uncategorized-img-2592.jpg,https://images.squarespace-cdn.com/content/v1/69c5a11e96202f6b36529e03/7d146772-4708-483c-9ffc-9d0d86c77360/IMG_2592.jpeg?format=2500w,https://images.squarespace-cdn.com/content/v1/69c5a11e96202f6b36529e03/7d146772-4708-483c-9ffc-9d0d86c77360/IMG_2592.jpeg?format=2500w,IMG_2592.jpeg,,480,640,image/jpeg,65849,a6bb059bb0362736b3aca59e826fa438b9092a4ca9ee8d29434974cb79c4c35b,downloaded,
444,design-renders,444-design-renders-lacee-back-left-wall-designed.jpg,design-renders/444-design-renders-lacee-back-left-wall-designed.jpg,https://images.squarespace-cdn.com/content/v1/69c5a11e96202f6b36529e03/92ce03c2-8bc4-46a8-b864-ca0408681544/LACEE+-+BACK+LEFT+WALL+DESIGNED.jpg?format=2500w,https://images.squarespace-cdn.com/content/v1/69c5a11e96202f6b36529e03/92ce03c2-8bc4-46a8-b864-ca0408681544/LACEE+-+BACK+LEFT+WALL+DESIGNED.jpg?format=2500w,LACEE+-+BACK+LEFT+WALL+DESIGNED.jpg,,1080,720,image/jpeg,206262,b34880470e01430737f3da4b8b9a2de8f7a8e29cb7590b8d7506e0a937d172ef,downloaded,
445,uncategorized,445-uncategorized-lacee-back-left-wall.jpg,uncategorized/445-uncategorized-lacee-back-left-wall.jpg,https://images.squarespace-cdn.com/content/v1/69c5a11e96202f6b36529e03/4750ee05-d19b-4ace-aa98-276c5bbdc4d7/LACEE+-+BACK+LEFT+WALL.jpg?format=2500w,https://images.squarespace-cdn.com/content/v1/69c5a11e96202f6b36529e03/4750ee05-d19b-4ace-aa98-276c5bbdc4d7/LACEE+-+BACK+LEFT+WALL.jpg?format=2500w,LACEE+-+BACK+LEFT+WALL.jpg,,1280,720,image/jpeg,229369,1ed9eebaac58df876d9a1e95ee43afd5479650653ffb3ca5b81e67391bba31c2,downloaded,
446,design-renders,446-design-renders-lacee-back-right-wall-designed.jpg,design-renders/446-design-renders-lacee-back-right-wall-designed.jpg,https://images.squarespace-cdn.com/content/v1/69c5a11e96202f6b36529e03/44dfe955-a2f0-4381-bed4-2d0645ce1a66/LACEE+-+BACK+RIGHT+WALL+DESIGNED.jpg?format=2500w,https://images.squarespace-cdn.com/content/v1/69c5a11e96202f6b36529e03/44dfe955-a2f0-4381-bed4-2d0645ce1a66/LACEE+-+BACK+RIGHT+WALL+DESIGNED.jpg?format=2500w,LACEE+-+BACK+RIGHT+WALL+DESIGNED.jpg,,1003,720,image/jpeg,206632,44684422724e48bbdffbfa6fe9c810b4045a69e3ba6a793b15b431d7ca06dce3,downloaded,
447,uncategorized,447-uncategorized-lacee-back-right-wall.jpg,uncategorized/447-uncategorized-lacee-back-right-wall.jpg,https://images.squarespace-cdn.com/content/v1/69c5a11e96202f6b36529e03/e39b4e37-9b4e-40b9-93da-c37bf2b3db35/LACEE+-+BACK+RIGHT+WALL.jpg?format=2500w,https://images.squarespace-cdn.com/content/v1/69c5a11e96202f6b36529e03/e39b4e37-9b4e-40b9-93da-c37bf2b3db35/LACEE+-+BACK+RIGHT+WALL.jpg?format=2500w,LACEE+-+BACK+RIGHT+WALL.jpg,,1280,720,image/jpeg,243183,131024ca031671ba728e0f2522b1396795a861f6c4bc54385c93179dece12eb4,downloaded,
448,design-renders,448-design-renders-lacee-design.jpg,design-renders/448-design-renders-lacee-design.jpg,https://images.squarespace-cdn.com/content/v1/69c5a11e96202f6b36529e03/51a769f9-9d9f-40cc-b1dc-597dc03e05e1/LACEE+-+DESIGN.jpg?format=2500w,https://images.squarespace-cdn.com/content/v1/69c5a11e96202f6b36529e03/51a769f9-9d9f-40cc-b1dc-597dc03e05e1/LACEE+-+DESIGN.jpg?format=2500w,LACEE+-+DESIGN.jpg,,1051,720,image/jpeg,188593,ab2422fa46d18d17f783645e371059ccd2145253155578258238859957b6e022,downloaded,
449,uncategorized,449-uncategorized-lacee-left-corner-of-house.jpg,uncategorized/449-uncategorized-lacee-left-corner-of-house.jpg,https://images.squarespace-cdn.com/content/v1/69c5a11e96202f6b36529e03/3e0621de-9ef0-4cbd-8ac8-c22089d0c61f/LACEE+-+LEFT+CORNER+OF+HOUSE.jpg?format=2500w,https://images.squarespace-cdn.com/content/v1/69c5a11e96202f6b36529e03/3e0621de-9ef0-4cbd-8ac8-c22089d0c61f/LACEE+-+LEFT+CORNER+OF+HOUSE.jpg?format=2500w,LACEE+-+LEFT+CORNER+OF+HOUSE.jpg,,1280,720,image/jpeg,238548,9bcca9f688c04db1d55e45577d5ad3330e2123374e27545fa0f95cb1707d40f3,downloaded,
450,uncategorized,450-uncategorized-lacee-right-corner-of-house.jpg,uncategorized/450-uncategorized-lacee-right-corner-of-house.jpg,https://images.squarespace-cdn.com/content/v1/69c5a11e96202f6b36529e03/7cb101a0-ab53-4657-b4e0-7348e843943a/LACEE+-+RIGHT+CORNER+OF+HOUSE.jpg?format=2500w,https://images.squarespace-cdn.com/content/v1/69c5a11e96202f6b36529e03/7cb101a0-ab53-4657-b4e0-7348e843943a/LACEE+-+RIGHT+CORNER+OF+HOUSE.jpg?format=2500w,LACEE+-+RIGHT+CORNER+OF+HOUSE.jpg,,1280,720,image/jpeg,256515,fe38bd96c05707f535c2daa9b37e7ec52fb351d12b87ffc92a3acc858ed09d48,downloaded,
451,uncategorized,451-uncategorized-lacee-side-right-wall.jpg,uncategorized/451-uncategorized-lacee-side-right-wall.jpg,https://images.squarespace-cdn.com/content/v1/69c5a11e96202f6b36529e03/01eab6ed-385c-4358-92e6-f7db232a97d1/LACEE+-+SIDE+RIGHT+WALL.jpg?format=2500w,https://images.squarespace-cdn.com/content/v1/69c5a11e96202f6b36529e03/01eab6ed-385c-4358-92e6-f7db232a97d1/LACEE+-+SIDE+RIGHT+WALL.jpg?format=2500w,LACEE+-+SIDE+RIGHT+WALL.jpg,,1280,720,image/jpeg,267630,ce582e4ba442edc56d7e895f1f3e4fdfd5b0c8130d80801b01b5168bf325398f,downloaded,
452,uncategorized,452-uncategorized-lacee-side-view-with-walkway.jpg,uncategorized/452-uncategorized-lacee-side-view-with-walkway.jpg,https://images.squarespace-cdn.com/content/v1/69c5a11e96202f6b36529e03/452d5429-8839-4182-aa75-e87fe69ff2dc/LACEE+-+SIDE+VIEW+WITH+WALKWAY.jpg?format=2500w,https://images.squarespace-cdn.com/content/v1/69c5a11e96202f6b36529e03/452d5429-8839-4182-aa75-e87fe69ff2dc/LACEE+-+SIDE+VIEW+WITH+WALKWAY.jpg?format=2500w,LACEE+-+SIDE+VIEW+WITH+WALKWAY.jpg,,1280,720,image/jpeg,241015,2c03ba00ebffd2db0f07b77fb2ab0b334789267d252392d0514da2f54f959046,downloaded,
453,uncategorized,453-uncategorized-1-1.jpg,uncategorized/453-uncategorized-1-1.jpg,https://images.squarespace-cdn.com/content/v1/69c5a11e96202f6b36529e03/033a197b-2a24-48f7-9b48-4307f0f5245b/1+-+1.JPG?format=2500w,https://images.squarespace-cdn.com/content/v1/69c5a11e96202f6b36529e03/033a197b-2a24-48f7-9b48-4307f0f5245b/1+-+1.JPG?format=2500w,1+-+1.JPG,,640,480,image/jpeg,39534,0893e483fb3d310f4e0599aacbc35a8933bb1487b880dbc6c4be65ff9d8a4a6d,downloaded,
454,uncategorized,454-uncategorized-1.jpg,uncategorized/454-uncategorized-1.jpg,https://images.squarespace-cdn.com/content/v1/69c5a11e96202f6b36529e03/b3fd2d79-4c9b-40ce-9edb-02e30c3df2f7/1.JPG?format=2500w,https://images.squarespace-cdn.com/content/v1/69c5a11e96202f6b36529e03/b3fd2d79-4c9b-40ce-9edb-02e30c3df2f7/1.JPG?format=2500w,1.JPG,,640,480,image/jpeg,37440,3c3e1d7b430bcec114dcf671fa9d35de6b61e5f1b460b46e378bbb1be9594c97,downloaded,
455,uncategorized,455-uncategorized-2.jpg,uncategorized/455-uncategorized-2.jpg,https://images.squarespace-cdn.com/content/v1/69c5a11e96202f6b36529e03/2d9dfaf8-5dab-4e99-a303-10e521dd0131/2.JPG?format=2500w,https://images.squarespace-cdn.com/content/v1/69c5a11e96202f6b36529e03/2d9dfaf8-5dab-4e99-a303-10e521dd0131/2.JPG?format=2500w,2.JPG,,640,480,image/jpeg,26875,ab28733794d786d687297f1d73c480c290506c1c638dd3827e8078557869d7e2,downloaded,
456,uncategorized,456-uncategorized-3.jpg,uncategorized/456-uncategorized-3.jpg,https://images.squarespace-cdn.com/content/v1/69c5a11e96202f6b36529e03/4602f5d6-2834-42c1-bda2-dd5f1fbd8b11/3.jpeg?format=2500w,https://images.squarespace-cdn.com/content/v1/69c5a11e96202f6b36529e03/4602f5d6-2834-42c1-bda2-dd5f1fbd8b11/3.jpeg?format=2500w,3.jpeg,,640,480,image/jpeg,107114,5f6cbca7ea52a215d0e33b0c919f85814f52d738a42776cc41f1a199c6c704ba,downloaded,
457,uncategorized,457-uncategorized-3.jpg,uncategorized/457-uncategorized-3.jpg,https://images.squarespace-cdn.com/content/v1/69c5a11e96202f6b36529e03/06440388-42a5-40d3-a088-8a587a232f39/3.JPG?format=2500w,https://images.squarespace-cdn.com/content/v1/69c5a11e96202f6b36529e03/06440388-42a5-40d3-a088-8a587a232f39/3.JPG?format=2500w,3.JPG,,640,480,image/jpeg,27264,49890a33978c7660f44cab7bd1ef8ffacdc8b8ce3fb2fb76ee4f26df40b0faa3,downloaded,
458,uncategorized,458-uncategorized-4.jpg,uncategorized/458-uncategorized-4.jpg,https://images.squarespace-cdn.com/content/v1/69c5a11e96202f6b36529e03/fc8161f1-1535-4582-958f-781ad108be12/4.JPG?format=2500w,https://images.squarespace-cdn.com/content/v1/69c5a11e96202f6b36529e03/fc8161f1-1535-4582-958f-781ad108be12/4.JPG?format=2500w,4.JPG,,640,480,image/jpeg,34654,c93ff60f89f0791529c606817d614ce472a7e6d466236f3a485fa374118e9f47,downloaded,
459,uncategorized,459-uncategorized-img-2389.jpg,uncategorized/459-uncategorized-img-2389.jpg,https://images.squarespace-cdn.com/content/v1/69c5a11e96202f6b36529e03/d3e76b49-119e-47a4-ad8a-d9239ad472ae/IMG_2389.jpeg?format=2500w,https://images.squarespace-cdn.com/content/v1/69c5a11e96202f6b36529e03/d3e76b49-119e-47a4-ad8a-d9239ad472ae/IMG_2389.jpeg?format=2500w,IMG_2389.jpeg,,640,480,image/jpeg,99266,2eca763e9f0232906b8dcfbbd149f7073e1653bc4b4021fefd61f338571fdf28,downloaded,
460,uncategorized,460-uncategorized-fire-pit-pergola.jpg,uncategorized/460-uncategorized-fire-pit-pergola.jpg,https://images.squarespace-cdn.com/content/v1/69c5a11e96202f6b36529e03/cc74abb2-7b74-453d-adf2-084b1d90fef8/FIRE+PIT+PERGOLA.jpg?format=2500w,https://images.squarespace-cdn.com/content/v1/69c5a11e96202f6b36529e03/cc74abb2-7b74-453d-adf2-084b1d90fef8/FIRE+PIT+PERGOLA.jpg?format=2500w,FIRE+PIT+PERGOLA.jpg,,1280,720,image/jpeg,219212,68624b6a0f8992c2d81a5c30e3e844a48ef552046f19d6e23f1f4d9833d5951a,downloaded,
461,uncategorized,461-uncategorized-fire-pit.jpg,uncategorized/461-uncategorized-fire-pit.jpg,https://images.squarespace-cdn.com/content/v1/69c5a11e96202f6b36529e03/bbd40eca-5b05-480b-8e26-2e080c904f78/FIRE+PIT.jpg?format=2500w,https://images.squarespace-cdn.com/content/v1/69c5a11e96202f6b36529e03/bbd40eca-5b05-480b-8e26-2e080c904f78/FIRE+PIT.jpg?format=2500w,FIRE+PIT.jpg,,1280,720,image/jpeg,205926,b5569ec0a0f8ff39da921511db1ce6b3c8ad53b90b50475fc63376b1dc7e6f1d,downloaded,
462,uncategorized,462-uncategorized-left-back-corner-view-revised.jpg,uncategorized/462-uncategorized-left-back-corner-view-revised.jpg,https://images.squarespace-cdn.com/content/v1/69c5a11e96202f6b36529e03/343c8dc5-4c35-4fb3-a245-2020160acb7c/LEFT+BACK+CORNER+VIEW+REVISED.jpg?format=2500w,https://images.squarespace-cdn.com/content/v1/69c5a11e96202f6b36529e03/343c8dc5-4c35-4fb3-a245-2020160acb7c/LEFT+BACK+CORNER+VIEW+REVISED.jpg?format=2500w,LEFT+BACK+CORNER+VIEW+REVISED.jpg,,1280,720,image/jpeg,232050,2998fe25fe57ea3194998d433d8379626b0157ed9d6901c5072808b40046c22c,downloaded,
463,uncategorized,463-uncategorized-left-back-corner-view.jpg,uncategorized/463-uncategorized-left-back-corner-view.jpg,https://images.squarespace-cdn.com/content/v1/69c5a11e96202f6b36529e03/8bc6be8c-dfdf-41e7-80df-e1f641fdce3a/LEFT+BACK+CORNER+VIEW.jpg?format=2500w,https://images.squarespace-cdn.com/content/v1/69c5a11e96202f6b36529e03/8bc6be8c-dfdf-41e7-80df-e1f641fdce3a/LEFT+BACK+CORNER+VIEW.jpg?format=2500w,LEFT+BACK+CORNER+VIEW.jpg,,1280,720,image/jpeg,239682,0f773eea09500ed7a2487263b914a2ce47109838fcbb2fd02f113416d4c4dd85,downloaded,
464,uncategorized,464-uncategorized-play-area-2.jpg,uncategorized/464-uncategorized-play-area-2.jpg,https://images.squarespace-cdn.com/content/v1/69c5a11e96202f6b36529e03/a39cf177-ca7a-433a-8954-c30f9f129f20/PLAY+AREA+2.jpg?format=2500w,https://images.squarespace-cdn.com/content/v1/69c5a11e96202f6b36529e03/a39cf177-ca7a-433a-8954-c30f9f129f20/PLAY+AREA+2.jpg?format=2500w,PLAY+AREA+2.jpg,,1280,720,image/jpeg,206298,664d9b3b8a2a2a2753046d147221185ddfcbb28cb4bfa02fadb6ac06e9898dce,downloaded,
465,uncategorized,465-uncategorized-play-area.jpg,uncategorized/465-uncategorized-play-area.jpg,https://images.squarespace-cdn.com/content/v1/69c5a11e96202f6b36529e03/5a2c6170-4675-4176-b5d2-53b6f1d347e3/PLAY+AREA.jpg?format=2500w,https://images.squarespace-cdn.com/content/v1/69c5a11e96202f6b36529e03/5a2c6170-4675-4176-b5d2-53b6f1d347e3/PLAY+AREA.jpg?format=2500w,PLAY+AREA.jpg,,1280,720,image/jpeg,202672,832c5bca119de1d3875379aa43bb5acdee5e802101344a17207f6986ee5f66f1,downloaded,
466,uncategorized,466-uncategorized-sam-back-right-corner-view.jpg,uncategorized/466-uncategorized-sam-back-right-corner-view.jpg,https://images.squarespace-cdn.com/content/v1/69c5a11e96202f6b36529e03/7a436d16-8e5f-485e-bbf9-506b0488cc3d/SAM+-+BACK+RIGHT+CORNER+VIEW.jpg?format=2500w,https://images.squarespace-cdn.com/content/v1/69c5a11e96202f6b36529e03/7a436d16-8e5f-485e-bbf9-506b0488cc3d/SAM+-+BACK+RIGHT+CORNER+VIEW.jpg?format=2500w,SAM+-+BACK+RIGHT+CORNER+VIEW.jpg,,1280,720,image/jpeg,257724,136b2449242a46c25001f56bd318573036995779d241aee52ee8e892c740f0b5,downloaded,
467,project-photos,467-project-photos-sam-backyard-overview.jpg,project-photos/467-project-photos-sam-backyard-overview.jpg,https://images.squarespace-cdn.com/content/v1/69c5a11e96202f6b36529e03/7adc1a54-863e-4d71-9965-62a8802c8e2c/SAM+-+BACKYARD+OVERVIEW.jpg?format=2500w,https://images.squarespace-cdn.com/content/v1/69c5a11e96202f6b36529e03/7adc1a54-863e-4d71-9965-62a8802c8e2c/SAM+-+BACKYARD+OVERVIEW.jpg?format=2500w,SAM+-+BACKYARD+OVERVIEW.jpg,,1280,720,image/jpeg,234379,1167995b878cc63e5d670e8f3ff37c755f1507d4608862584f213935323b7dff,downloaded,
